step,epoch_log1,loss_log1,epoch_log2,loss_log2
301,0,0.092194,0,0.094327
302,0,0.112691,0,0.119773
303,0,0.075869,0,0.075164
304,0,0.061653,0,0.063663
305,0,0.063766,0,0.066428
306,0,0.017783,0,0.016938
307,0,0.070391,0,0.071475
308,0,0.065187,0,0.066295
309,0,0.011576,0,0.015191
310,0,0.143989,0,0.14624
311,0,0.173336,0,0.176928
312,0,0.152038,0,0.164192
313,0,0.09498,0,0.094059
314,0,0.137412,0,0.139939
315,0,0.045892,0,0.048399
316,0,0.021951,0,0.023081
317,0,0.090677,0,0.091361
318,0,0.049229,0,0.050074
319,0,0.080671,0,0.082243
320,0,0.011212,0,0.012277
321,0,0.095091,0,0.099564
322,0,0.052714,0,0.052715
323,0,0.017937,0,0.018569
324,0,0.0561,0,0.057467
325,0,0.102399,0,0.101286
326,0,0.061235,0,0.063434
327,0,0.039045,0,0.038901
328,0,0.022656,0,0.023386
329,0,0.106241,0,0.106647
330,0,0.120619,0,0.124404
331,0,0.018548,0,0.019336
332,0,0.056649,0,0.057402
333,0,0.012503,0,0.01178
334,0,0.03425,0,0.033555
335,0,0.017426,0,0.017898
336,0,0.029753,0,0.032282
337,0,0.022414,0,0.022294
338,0,0.011628,0,0.010977
339,0,0.033141,0,0.032304
340,0,0.031083,0,0.029506
341,0,0.016815,0,0.016244
342,0,0.023782,0,0.023745
343,0,0.021329,0,0.02116
344,0,0.02134,0,0.022112
345,0,0.058802,0,0.058085
346,0,0.102519,0,0.102489
347,0,0.100051,0,0.099836
348,0,0.0486,0,0.046306
349,0,0.022746,0,0.02169
350,0,0.037949,0,0.037523
351,0,0.074904,0,0.073858
352,0,0.040653,0,0.043989
353,0,0.020663,0,0.018277
354,0,0.025366,0,0.020922
355,0,0.093185,0,0.094383
356,0,0.024066,0,0.024062
357,0,0.107287,0,0.108745
358,0,0.053006,0,0.05408
359,0,0.013786,0,0.014791
360,0,0.047495,0,0.049157
361,0,0.109809,0,0.109089
362,0,0.013623,0,0.012849
363,0,0.044863,0,0.043597
364,0,0.043517,0,0.041733
365,0,0.119984,0,0.118723
366,0,0.016838,0,0.017719
367,0,0.148784,0,0.158021
368,0,0.06609,0,0.065487
369,0,0.157897,0,0.16857
370,0,0.016358,0,0.015597
371,0,0.045093,0,0.045619
372,0,0.022222,0,0.020975
373,0,0.048406,0,0.050869
374,0,0.040664,0,0.03989
375,0,0.032691,0,0.033015
376,0,0.033951,0,0.034728
377,0,0.076519,0,0.077622
378,0,0.014138,0,0.014687
379,0,0.043891,0,0.046253
380,0,0.039593,0,0.038551
381,0,0.065356,0,0.066443
382,0,0.037449,0,0.038488
383,0,0.077602,0,0.078776
384,0,0.038976,0,0.039406
385,0,0.057431,0,0.056626
386,0,0.035259,0,0.036357
387,0,0.097444,0,0.099789
388,0,0.170321,0,0.168998
389,0,0.064283,0,0.065435
390,0,0.085202,0,0.085237
391,0,0.014245,0,0.014315
392,0,0.058273,0,0.058926
393,0,0.054458,0,0.053359
394,0,0.147075,0,0.148081
395,0,0.056317,0,0.057492
396,0,0.149079,0,0.150385
397,0,0.022831,0,0.023146
398,0,0.038774,0,0.03824
399,0,0.069638,0,0.06948
400,0,0.040181,0,0.04045
401,0,0.079141,0,0.080733
402,0,0.037194,0,0.038588
403,0,0.060533,0,0.062244
404,0,0.035284,0,0.031581
405,0,0.070432,0,0.071417
406,0,0.053921,0,0.054527
407,0,0.179281,0,0.18085
408,0,0.049007,0,0.048433
409,0,0.030686,0,0.031945
410,0,0.018867,0,0.019544
411,0,0.208841,0,0.209724
412,0,0.05723,0,0.057698
413,0,0.151724,0,0.153974
414,0,0.080886,0,0.080687
415,0,0.0436,0,0.043346
416,0,0.043271,0,0.046252
417,0,0.046605,0,0.047463
418,0,0.0326,0,0.031536
419,0,0.05063,0,0.049752
420,0,0.095778,0,0.095344
421,0,0.017914,0,0.018764
422,0,0.064292,0,0.064506
423,0,0.033298,0,0.032968
424,0,0.041736,0,0.043276
425,0,0.111329,0,0.113132
426,0,0.029141,0,0.028221
427,0,0.010634,0,0.009149
428,0,0.033659,0,0.034297
429,0,0.012203,0,0.012477
430,0,0.085149,0,0.086255
431,0,0.024153,0,0.020154
432,0,0.015199,0,0.013077
433,0,0.049991,0,0.051188
434,0,0.057724,0,0.057943
435,0,0.042892,0,0.044593
436,0,0.03199,0,0.032247
437,0,0.041806,0,0.042746
438,0,0.010743,0,0.010545
439,0,0.035969,0,0.036877
440,0,0.139562,0,0.143617
441,0,0.033117,0,0.036903
442,0,0.038996,0,0.038202
443,0,0.01912,0,0.017646
444,0,0.055891,0,0.058657
445,0,0.041511,0,0.042627
446,0,0.029539,0,0.027783
447,0,0.092094,0,0.093739
448,0,0.035181,0,0.03652
449,0,0.086299,0,0.087583
450,0,0.097742,0,0.099881
451,0,0.031242,0,0.032723
452,0,0.057274,0,0.055969
453,0,0.018497,0,0.01951
454,0,0.039134,0,0.040299
455,0,0.029948,0,0.031475
456,0,0.009473,0,0.010819
457,0,0.184269,0,0.186832
458,0,0.028721,0,0.028595
459,0,0.071823,0,0.072029
460,0,0.025294,0,0.027757
461,0,0.038838,0,0.038868
462,0,0.048469,0,0.048768
463,0,0.080884,0,0.081046
464,0,0.042123,0,0.042834
465,0,0.071895,0,0.072157
466,0,0.066961,0,0.066713
467,0,0.042735,0,0.042067
468,0,0.091837,0,0.091057
469,0,0.02387,0,0.022289
470,0,0.031031,0,0.031135
471,0,0.040466,0,0.039623
472,0,0.034449,0,0.033969
473,0,0.057461,0,0.058484
474,0,0.027567,0,0.027958
475,0,0.02751,0,0.028038
476,0,0.035532,0,0.034703
477,0,0.033562,0,0.029889
478,0,0.160329,0,0.157574
479,0,0.019525,0,0.019686
480,0,0.025581,0,0.026982
481,0,0.033086,0,0.033948
482,0,0.165655,0,0.167506
483,0,0.168548,0,0.171597
484,0,0.134692,0,0.132474
485,0,0.053537,0,0.055647
486,0,0.081176,0,0.083379
487,0,0.166106,0,0.169247
488,0,0.018001,0,0.021275
489,0,0.065008,0,0.06363
490,0,0.026607,0,0.025043
491,0,0.058247,0,0.058359
492,0,0.044707,0,0.046975
493,0,0.035833,0,0.035116
494,0,0.179248,0,0.179292
495,0,0.085302,0,0.086767
496,0,0.115399,0,0.116552
497,0,0.019009,0,0.019093
498,0,0.063458,0,0.063924
499,0,0.027897,0,0.029009
500,0,0.043467,0,0.042976
501,0,0.055464,0,0.058693
502,0,0.054022,0,0.056822
503,0,0.041794,0,0.043635
504,0,0.02265,0,0.021677
505,0,0.148808,0,0.148625
506,0,0.061633,0,0.063054
507,0,0.030245,0,0.031505
508,0,0.137931,0,0.135106
509,0,0.028714,0,0.029525
510,0,0.139327,0,0.140219
511,0,0.019415,0,0.017544
512,0,0.16757,0,0.168747
513,0,0.103958,0,0.105366
514,0,0.018811,0,0.019618
515,0,0.052307,0,0.053348
516,0,0.148995,0,0.14089
517,0,0.184772,0,0.184956
518,0,0.018618,0,0.018135
519,0,0.023139,0,0.023921
520,0,0.089218,0,0.089802
521,0,0.033362,0,0.033304
522,0,0.008599,0,0.008111
523,0,0.10808,0,0.107802
524,0,0.023328,0,0.02364
525,0,0.034681,0,0.033029
526,0,0.03525,0,0.037538
527,0,0.009682,0,0.009098
528,0,0.015473,0,0.017596
529,0,0.061201,0,0.061315
530,0,0.070969,0,0.07198
531,0,0.083299,0,0.084802
532,0,0.056577,0,0.055706
533,0,0.03207,0,0.032477
534,0,0.06755,0,0.067724
535,0,0.020949,0,0.021065
536,0,0.177745,0,0.170073
537,0,0.089771,0,0.089762
538,0,0.106269,0,0.105139
539,0,0.102452,0,0.102264
540,0,0.091337,0,0.092298
541,0,0.027361,0,0.025866
542,0,0.218929,0,0.176263
543,0,0.025991,0,0.023305
544,0,0.073682,0,0.064581
545,0,0.028805,0,0.024505
546,0,0.034213,0,0.033202
547,0,0.017305,0,0.018789
548,0,0.021896,0,0.021753
549,0,0.077657,0,0.074723
550,0,0.019549,0,0.018824
551,0,0.029183,0,0.028404
552,0,0.027778,0,0.026392
553,0,0.018145,0,0.018014
554,0,0.023215,0,0.025317
555,0,0.023777,0,0.022749
556,0,0.142644,0,0.137097
557,0,0.040304,0,0.039532
558,0,0.126397,0,0.123811
559,0,0.052974,0,0.053126
560,0,0.021422,0,0.020033
561,0,0.067947,0,0.06607
562,0,0.02141,0,0.019798
563,0,0.034996,0,0.034293
564,0,0.023789,0,0.02298
565,0,0.040675,0,0.041629
566,0,0.010727,0,0.010934
567,0,0.040972,0,0.04076
568,0,0.049659,0,0.051049
569,0,0.192895,0,0.175176
570,0,0.0882,0,0.087458
571,0,0.020612,0,0.020707
572,0,0.065083,0,0.066953
573,0,0.044252,0,0.041772
574,0,0.026643,0,0.026336
575,0,0.152081,0,0.138965
576,0,0.019612,0,0.018786
577,0,0.123275,0,0.126141
578,0,0.068202,0,0.06825
579,0,0.075525,0,0.075526
580,0,0.021426,0,0.019878
581,0,0.106859,0,0.105641
582,0,0.037635,0,0.038995
583,0,0.022612,0,0.023389
584,0,0.032041,0,0.033341
585,0,0.05417,0,0.055323
586,0,0.043923,0,0.043361
587,0,0.02778,0,0.026972
588,0,0.09601,0,0.096566
589,0,0.019998,0,0.021325
590,0,0.023341,0,0.023177
591,0,0.074027,0,0.074074
592,0,0.032708,0,0.032876
593,0,0.095542,0,0.096018
594,0,0.066105,0,0.065904
595,0,0.130965,0,0.12891
596,0,0.011849,0,0.013009
597,0,0.101678,0,0.10122
598,0,0.050994,0,0.05164
599,0,0.015338,0,0.015493
600,0,0.099172,0,0.09532
601,0,0.081002,0,0.080794
602,0,0.057262,0,0.055801
603,0,0.032754,0,0.032235
604,0,0.022898,0,0.02219
605,0,0.08561,0,0.084912
606,0,0.133063,0,0.126368
607,0,0.101506,0,0.104999
608,0,0.023115,0,0.020738
609,0,0.081304,0,0.078905
610,0,0.027022,0,0.025767
611,0,0.143581,0,0.135239
612,0,0.053719,0,0.05342
613,0,0.024463,0,0.021193
614,0,0.027545,0,0.025411
615,0,0.114323,0,0.109606
616,0,0.166928,0,0.175202
617,0,0.087759,0,0.085104
618,0,0.033542,0,0.034035
619,0,0.05785,0,0.056381
620,0,0.053568,0,0.053435
621,0,0.121539,0,0.122461
622,0,0.099315,0,0.099931
623,0,0.056176,0,0.054076
624,0,0.07218,0,0.071717
625,0,0.053248,0,0.053577
626,0,0.02303,0,0.018884
627,0,0.063182,0,0.064106
628,0,0.065423,0,0.067144
629,0,0.09677,0,0.09798
630,0,0.01405,0,0.014624
631,0,0.026179,0,0.026003
632,0,0.037675,0,0.037005
633,0,0.094381,0,0.094525
634,0,0.028028,0,0.027112
635,0,0.190839,0,0.151972
636,0,0.037099,0,0.036076
637,0,0.02285,0,0.024631
638,0,0.056434,0,0.057436
639,0,0.049018,0,0.048871
640,0,0.033908,0,0.033668
641,0,0.147181,0,0.148801
642,0,0.135507,0,0.136702
643,0,0.048509,0,0.048627
644,0,0.025245,0,0.024186
645,0,0.025635,0,0.024296
646,0,0.074458,0,0.073851
647,0,0.11492,0,0.112648
648,0,0.024694,0,0.025355
649,0,0.073619,0,0.073922
650,0,0.091548,0,0.091353
651,0,0.090226,0,0.090302
652,0,0.019813,0,0.017825
653,0,0.087052,0,0.086342
654,0,0.110367,0,0.112053
655,0,0.034012,0,0.033795
656,0,0.035582,0,0.034703
657,0,0.039843,0,0.040753
658,0,0.061139,0,0.061217
659,0,0.061183,0,0.063175
660,0,0.069212,0,0.06914
661,0,0.052601,0,0.053287
662,0,0.029749,0,0.029123
663,0,0.058729,0,0.05884
664,0,0.019787,0,0.018887
665,0,0.09974,0,0.100428
666,0,0.033493,0,0.034642
667,0,0.037468,0,0.036197
668,0,0.024843,0,0.026644
669,0,0.01853,0,0.01904
670,0,0.030315,0,0.029562
671,0,0.034697,0,0.036552
672,0,0.053545,0,0.053198
673,0,0.13048,0,0.131504
674,0,0.024433,0,0.023224
675,0,0.034757,0,0.03481
676,0,0.009616,0,0.009061
677,0,0.025082,0,0.025368
678,0,0.009423,0,0.007473
679,0,0.018583,0,0.017635
680,0,0.097287,0,0.099303
681,0,0.056361,0,0.055889
682,0,0.014003,0,0.012478
683,0,0.022549,0,0.024032
684,0,0.036982,0,0.0361
685,0,0.060903,0,0.061606
686,0,0.08498,0,0.084918
687,0,0.040352,0,0.039843
688,0,0.024649,0,0.023952
689,0,0.064393,0,0.062667
690,0,0.084423,0,0.085997
691,0,0.056656,0,0.054172
692,0,0.029542,0,0.029742
693,0,0.169983,0,0.166442
694,0,0.086026,0,0.087756
695,0,0.029442,0,0.029545
696,0,0.062934,0,0.06431
697,0,0.11457,0,0.115967
698,0,0.036724,0,0.037454
699,0,0.069045,0,0.069562
700,0,0.01248,0,0.011301
701,0,0.108589,0,0.105582
702,0,0.095689,0,0.094806
703,0,0.031395,0,0.032115
704,0,0.042924,0,0.04277
705,0,0.029337,0,0.028342
706,0,0.037371,0,0.03793
707,0,0.083523,0,0.083565
708,0,0.056177,0,0.05584
709,0,0.015742,0,0.015035
710,0,0.029842,0,0.031762
711,0,0.118584,0,0.119368
712,0,0.143075,0,0.144782
713,0,0.092251,0,0.093163
714,0,0.182516,0,0.185285
715,0,0.046642,0,0.046432
716,0,0.015032,0,0.015782
717,0,0.020446,0,0.020275
718,0,0.047129,0,0.047006
719,0,0.052239,0,0.052486
720,0,0.049281,0,0.049941
721,0,0.037047,0,0.036952
722,0,0.055098,0,0.056243
723,0,0.050762,0,0.051689
724,0,0.058045,0,0.057417
725,0,0.062173,0,0.060363
726,0,0.046145,0,0.04731
727,0,0.024061,0,0.023235
728,0,0.135393,0,0.137387
729,0,0.192711,0,0.183476
730,0,0.022557,0,0.023271
731,0,0.119226,0,0.1202
732,0,0.028704,0,0.03103
733,0,0.022826,0,0.025307
734,0,0.042915,0,0.046403
735,0,0.091513,0,0.093351
736,0,0.032545,0,0.033249
737,0,0.1039,0,0.108083
738,0,0.134903,0,0.137963
739,0,0.07014,0,0.071067
740,0,0.151395,0,0.156662
741,0,0.027704,0,0.027234
742,0,0.030671,0,0.034974
743,0,0.19294,0,0.19381
744,0,0.075326,0,0.078721
745,0,0.043976,0,0.044838
746,0,0.107928,0,0.114301
747,0,0.025143,0,0.028704
748,0,0.155791,0,0.15026
749,0,0.10665,0,0.110427
750,0,0.019966,0,0.021222
751,0,0.078718,0,0.077848
752,0,0.04658,0,0.044013
753,0,0.045027,0,0.044948
754,0,0.020725,0,0.021731
755,0,0.037347,0,0.036903
756,0,0.060212,0,0.060857
757,0,0.042599,0,0.042667
758,0,0.042662,0,0.041246
759,0,0.021122,0,0.02088
760,0,0.033648,0,0.034284
761,0,0.02518,0,0.023969
762,0,0.022744,0,0.021954
763,0,0.012744,0,0.012396
764,0,0.073848,0,0.072048
765,0,0.027451,0,0.025394
766,0,0.021142,0,0.020206
767,0,0.029747,0,0.032674
768,0,0.018162,0,0.01752
769,0,0.046661,0,0.048735
770,0,0.079436,0,0.080543
771,0,0.057963,0,0.057925
772,0,0.064355,0,0.062831
773,0,0.086143,0,0.087779
774,0,0.038825,0,0.039251
775,0,0.038033,0,0.038952
776,0,0.044585,0,0.046446
777,0,0.040936,0,0.041309
778,0,0.105388,0,0.10595
779,0,0.047508,0,0.048058
780,0,0.184329,0,0.185389
781,0,0.035563,0,0.035165
782,0,0.015898,0,0.015993
783,0,0.077788,0,0.078194
784,0,0.087718,0,0.086285
785,0,0.053268,0,0.052429
786,0,0.015288,0,0.015402
787,0,0.079739,0,0.080984
788,0,0.125027,0,0.122559
789,0,0.120008,0,0.121124
790,0,0.081529,0,0.080601
791,0,0.11706,0,0.120531
792,0,0.038712,0,0.03825
793,0,0.111784,0,0.110736
794,0,0.042854,0,0.039214
795,0,0.021204,0,0.022323
796,0,0.104617,0,0.10362
797,0,0.083389,0,0.086223
798,0,0.034893,0,0.036111
799,0,0.190041,0,0.192263
800,0,0.097946,0,0.098606
801,0,0.14212,0,0.144005
802,0,0.083331,0,0.083816
803,0,0.091832,0,0.091944
804,0,0.049744,0,0.049961
805,0,0.097264,0,0.098132
806,0,0.027311,0,0.028078
807,0,0.035145,0,0.033107
808,0,0.024403,0,0.023399
809,0,0.01128,0,0.013089
810,0,0.03247,0,0.031569
811,0,0.030161,0,0.030876
812,0,0.173919,0,0.175151
813,0,0.016929,0,0.018663
814,0,0.022716,0,0.022982
815,0,0.056323,0,0.057863
816,0,0.026828,0,0.026588
817,0,0.116236,0,0.112072
818,0,0.024191,0,0.023546
819,0,0.050003,0,0.049913
820,0,0.047104,0,0.047433
821,0,0.012681,0,0.012107
822,0,0.039221,0,0.041327
823,0,0.017614,0,0.017384
824,0,0.055954,0,0.055964
825,0,0.050822,0,0.051389
826,0,0.021194,0,0.021785
827,0,0.036922,0,0.037001
828,0,0.093907,0,0.093361
829,0,0.088841,0,0.089408
830,0,0.02495,0,0.030157
831,0,0.031094,0,0.032264
832,0,0.027221,0,0.026613
833,0,0.014282,0,0.016946
834,0,0.016441,0,0.017529
835,0,0.043652,0,0.043694
836,0,0.017745,0,0.021099
837,0,0.074548,0,0.076814
838,0,0.024103,0,0.025109
839,0,0.024418,0,0.024448
840,0,0.030434,0,0.030846
841,0,0.036795,0,0.038321
842,0,0.037186,0,0.037268
843,0,0.014165,0,0.01804
844,0,0.062642,0,0.063656
845,0,0.094361,0,0.095368
846,0,0.020815,0,0.020402
847,0,0.119267,0,0.121427
848,0,0.01815,0,0.018576
849,0,0.025374,0,0.025789
850,0,0.059087,0,0.061299
851,0,0.069268,0,0.070179
852,0,0.142502,0,0.139668
853,0,0.015056,0,0.015316
854,0,0.084364,0,0.084563
855,0,0.093609,0,0.093095
856,0,0.094361,0,0.093372
857,0,0.023174,0,0.0222
858,0,0.094237,0,0.094645
859,0,0.036191,0,0.034633
860,0,0.047704,0,0.046905
861,0,0.041315,0,0.040961
862,0,0.080353,0,0.080008
863,0,0.022965,0,0.022735
864,0,0.009899,0,0.009947
865,0,0.016972,0,0.017182
866,0,0.067059,0,0.067584
867,0,0.029424,0,0.028903
868,0,0.026871,0,0.027805
869,0,0.007941,0,0.009126
870,0,0.149396,0,0.139348
